,Unnamed: 0,word,sen1,sen2,sen3,choice1,choice2,choice3,mask_random,sen1_random,sen2_random,sen3_random
309,309,blur,Tears made her vision blur again.,"She couldn't make out what was in the garden, but she heard the sounds of fountains and saw the dark green blur of a forest in the distance.","She looked away, outside, at the blur of snow as he continued.",dig,fade,brighten,cjae,Tears made her vision cjae again.,"She couldn't make out what was in the garden, but she heard the sounds of fountains and saw the dark green cjae of a forest in the distance.","She looked away, outside, at the cjae of snow as he continued."
310,310,besiege,"By constructing an entrenched camp at Ulm and concentrating all the available food within it, he expected to compel Napoleon to invest and besiege him, and he anticipated that in the devastated country his adversary would be compelled to separate and thus fall an easy prey to the Russians.",At the end of 1155 Greek troops recovered Bari and began to besiege Brindisi.,"Baldwin along with Dandolo, the count of Blois, and Marshal Villehardouin, the historian, marched to besiege that city.",taste,trap,defense,rcgvifj,"By constructing an entrenched camp at Ulm and concentrating all the available food within it, he expected to compel Napoleon to invest and rcgvifj him, and he anticipated that in the devastated country his adversary would be compelled to separate and thus fall an easy prey to the Russians.",At the end of 1155 Greek troops recovered Bari and began to rcgvifj Brindisi.,"Baldwin along with Dandolo, the count of Blois, and Marshal Villehardouin, the historian, marched to rcgvifj that city."
311,311,enhance,"The outcome of his discoveries was, not only to perfect the geometrical plan of the solar system, but to enhance very materially the predicting power of astronomy.","Some system of the kind was necessary to guard against corruptions of copyists, while the care bestowed upon it no doubt reacted so as to enhance the sanctity ascribed to the text.",The less important priesthoods were glad to enhance the reputation of the deity they served by identifying him with some more important god.,persuade,boost,undermine,izxcnpe,"The outcome of his discoveries was, not only to perfect the geometrical plan of the solar system, but to izxcnpe very materially the predicting power of astronomy.","Some system of the kind was necessary to guard against corruptions of copyists, while the care bestowed upon it no doubt reacted so as to izxcnpe the sanctity ascribed to the text.",The less important priesthoods were glad to izxcnpe the reputation of the deity they served by identifying him with some more important god.
312,312,friction,The hinge was oiled and didn't squeak because the friction had been reduced.,"When the English colonies of the Carolinas and Georgia were founded, there was constant friction with Florida.","I slid the book towards her, but it did not reach its destination, due to its friction against the carpet.",shape,irritation,harmony,uevmbykh,The hinge was oiled and didn't squeak because the uevmbykh had been reduced.,"When the English colonies of the Carolinas and Georgia were founded, there was constant uevmbykh with Florida.","I slid the book towards her, but it did not reach its destination, due to its uevmbykh against the carpet."
313,313,caterpillar,"The cotton worm (Aletia argillacea) - also called cotton caterpillar, cotton army worm, cotton-leaf worm - is also one stage in the life-history of a moth.","The caterpillar, or the maggot, is a specialized larval form characteristic of the most highly developed orders, while the campodeiform larva is the starting-point for the more primitive insects.","The differences in appearance between the caterpillar and the butterfly, striking as they are to the eye, do not sufficiently represent the phenomena of metamorphosis to the intelligence.",giant,ant,cat,sfvnpageblk,"The cotton worm (Aletia argillacea) - also called cotton sfvnpageblk, cotton army worm, cotton-leaf worm - is also one stage in the life-history of a moth.","The sfvnpageblk, or the maggot, is a specialized larval form characteristic of the most highly developed orders, while the campodeiform larva is the starting-point for the more primitive insects.","The differences in appearance between the sfvnpageblk and the butterfly, striking as they are to the eye, do not sufficiently represent the phenomena of metamorphosis to the intelligence."
314,314,crack,He'd felt the earth crack open once before.,"There was a small scream, then the crack of bone and ripping of flesh.","She peered through the crack in the door until certain they both entered the bedroom, then opened the closet door and slid out the opened front door.",squeeze,divide,repair,godfa,He'd felt the earth godfa open once before.,"There was a small scream, then the godfa of bone and ripping of flesh.","She peered through the godfa in the door until certain they both entered the bedroom, then opened the closet door and slid out the opened front door."
315,315,director,"He next went to Paris, where he studied chemistry under Gerhardt, and on his return to London he was appointed director of the chemical laboratory at Guy's Hospital.","The main extra is a short series of fond reminiscences from the actors and director Randal Kleiser, actually filmed for the 20th anniversary.",The Director of Quality and Standards shall decide whether there is sufficient justification in the case for presentation to an Appeals Panel.,cook,governor,producer,nwzkalsb,"He next went to Paris, where he studied chemistry under Gerhardt, and on his return to London he was appointed nwzkalsb of the chemical laboratory at Guy's Hospital.","The main extra is a short series of fond reminiscences from the actors and nwzkalsb Randal Kleiser, actually filmed for the 20th anniversary.",The nwzkalsb of Quality and Standards shall decide whether there is sufficient justification in the case for presentation to an Appeals Panel.
316,316,evaporate,Hence it must either evaporate or sink into the soil.,"The perennial lakes, such as those just described, hold their waters for years and perhaps centuries; but the ephemeral lakes usually evaporate in the course of the summer.","Jn 1841 natural gas was found with salt brine in a well on the Kanawha, and was used as a fuel to evaporate the salt water.",renew,remove,dampen,azkyhvpwo,Hence it must either azkyhvpwo or sink into the soil.,"The perennial lakes, such as those just described, hold their waters for years and perhaps centuries; but the ephemeral lakes usually azkyhvpwo in the course of the summer.","Jn 1841 natural gas was found with salt brine in a well on the Kanawha, and was used as a fuel to azkyhvpwo the salt water."
317,317,carp,Its days like this that make me realize how dim we carp anglers are at times.,"Hogganfield is hardly fished at all except by seasoned carp anglers, which is a bit of a shame.",John Finch also had a good day catching 27 carp to 8lb for a good ton bag.,meet,complain,wish,oawy,Its days like this that make me realize how dim we oawy anglers are at times.,"Hogganfield is hardly fished at all except by seasoned oawy anglers, which is a bit of a shame.",John Finch also had a good day catching 27 oawy to 8lb for a good ton bag.
318,318,considerable,His note pad was ever present and he spent a considerable amount of time on the phone.,"A considerable proportion of the emigrants are miners who proceed to Tunis, and remain only a few years, but emigration to America is increasing.",It was blocked by other vehicles and would require considerable maneuvering before she could leave.,bright,fair,trivial,wubomnfjyvlp,His note pad was ever present and he spent a wubomnfjyvlp amount of time on the phone.,"A wubomnfjyvlp proportion of the emigrants are miners who proceed to Tunis, and remain only a few years, but emigration to America is increasing.",It was blocked by other vehicles and would require wubomnfjyvlp maneuvering before she could leave.
319,319,erode,"The river followed the temporary course long enough to erode a deep gorge, known as Grande Coulee, along part of its length.","Over time, the assembly could erode and degrade.",Just building up the ground is not the best way because it will erode over time.,stimulate,dissolve,neglect,fbzwr,"The river followed the temporary course long enough to fbzwr a deep gorge, known as Grande Coulee, along part of its length.","Over time, the assembly could fbzwr and degrade.",Just building up the ground is not the best way because it will fbzwr over time.
320,320,address,"My email address is in there, too.","Well, the first thing we need to address is your job.","He left a message, saying he wanted to make sure she got the address and still planned on coming tonight.",determine,house,resist,oquczrk,"My email oquczrk is in there, too.","Well, the first thing we need to oquczrk is your job.","He left a message, saying he wanted to make sure she got the oquczrk and still planned on coming tonight."
321,321,eccentric,"He was certainly mysterious, even a little eccentric, but... what did she know about the business?","Once settled into his parish, his ideas regarding Druidry became increasingly eccentric.","Barnabas and 2 Clement are more eccentric, but the writers must have been persons of some note.",knowledgable,wild,regular,imelrokhu,"He was certainly mysterious, even a little imelrokhu, but... what did she know about the business?","Once settled into his parish, his ideas regarding Druidry became increasingly imelrokhu.","Barnabas and 2 Clement are more imelrokhu, but the writers must have been persons of some note."
322,322,conserve,The Code did not merely embody contemporary custom or conserve ancient law.,There are many simple ways to conserve water and help the environment.,This helps to save and conserve resources and energy.,turn,guard,waste,wynechjk,The Code did not merely embody contemporary custom or wynechjk ancient law.,There are many simple ways to wynechjk water and help the environment.,This helps to save and wynechjk resources and energy.
323,323,elegant,He looked elegant in a light gray suit that accentuated his dark tan.,"They were a handsome couple, the elegant woman's hair so fine and blonde it resembled white silk.",He was so elegant in a suit and so masculine in western attire.,vacuous,beautiful,gross,xzdetjb,He looked xzdetjb in a light gray suit that accentuated his dark tan.,"They were a handsome couple, the xzdetjb woman's hair so fine and blonde it resembled white silk.",He was so xzdetjb in a suit and so masculine in western attire.
324,324,gasoline,"Among its manufactures are dairy products (there is a large creamery), canned goods, flour and grist mill products, gasoline engines, well-machinery, barbed wire, tiles, ploughs, windmills, cornhuskers, and hay-balers.",Each fuel is an option to replace gasoline and to reduce the emissions caused by the burning of gasoline in vehicles.,"In 1865 the very first gasoline driven "" horseless carriage "" appeared.",wind,oil,solar power,sfwxpcrn,"Among its manufactures are dairy products (there is a large creamery), canned goods, flour and grist mill products, sfwxpcrn engines, well-machinery, barbed wire, tiles, ploughs, windmills, cornhuskers, and hay-balers.",Each fuel is an option to replace sfwxpcrn and to reduce the emissions caused by the burning of gasoline in vehicles.,"In 1865 the very first sfwxpcrn driven "" horseless carriage "" appeared."
325,325,critic,As a literary critic Pollio was very severe.,"He gives an account of the barons' war from a royalist standpoint, and is a severe critic of Montfort's policy.","He made his first appearance in public as the critic of Newton, and the arbiter between d'Alembert and Euler.",friend,author,amateur,resdvc,As a literary resdvc Pollio was very severe.,"He gives an account of the barons' war from a royalist standpoint, and is a severe resdvc of Montfort's policy.","He made his first appearance in public as the resdvc of Newton, and the arbiter between d'Alembert and Euler."
326,326,hail,"Almost as the commands were given, the French suddenly opened an overwhelming long-range fire and their bullets swept like hail through the crowded mass of the German troops.","Fogs and hail are rare, but, as in all treeless countries, the rain comes in unequal quantities, and cloudbursts are not unknown.","He read also the older Church Fathers and soon won for himself fame as a student, whilst his skill in the classics led his friends to hail him as ""the undoubted Cicero of our age.""",absorb,drop,sun,dpjb,"Almost as the commands were given, the French suddenly opened an overwhelming long-range fire and their bullets swept like dpjb through the crowded mass of the German troops.","Fogs and dpjb are rare, but, as in all treeless countries, the rain comes in unequal quantities, and cloudbursts are not unknown.","He read also the older Church Fathers and soon won for himself fame as a student, whilst his skill in the classics led his friends to dpjb him as ""the undoubted Cicero of our age."""
327,327,barge,"She locked the door and stepped back, waiting for him to barge into the bathing chamber.",I don't want to just barge in to a conversation that she is having.,The sailing barge is to be seen in a number of Windsor postcards of the time.,jail,float,breeze,bqokx,"She locked the door and stepped back, waiting for him to bqokx into the bathing chamber.",I don't want to just bqokx in to a conversation that she is having.,The sailing bqokx is to be seen in a number of Windsor postcards of the time.
328,328,decrease,"The decrease in the demand for labour is attributable chiefly to the reduction of the cultivated area and the laying down to pasture of land once under the plough, and to the increasing use of agricultural machinery.",To the decline in prices of home-grown cereals the decrease in area is largely attributable.,Vibrations increase in rapidity as a note rises and decrease as it falls.,shuffle,abate,elevate,uqkopcvw,"The uqkopcvw in the demand for labour is attributable chiefly to the reduction of the cultivated area and the laying down to pasture of land once under the plough, and to the increasing use of agricultural machinery.",To the decline in prices of home-grown cereals the uqkopcvw in area is largely attributable.,Vibrations increase in rapidity as a note rises and uqkopcvw as it falls.
329,329,flat,"His tone was flat, almost uninterested.","It wasn't a question, but a flat statement.",They swelled and blended smoothly - and that flat tummy was so masculine.,quarrelsome,continuous,broken,pjqk,"His tone was pjqk, almost uninterested.","It wasn't a question, but a pjqk statement.",They swelled and blended smoothly - and that pjqk tummy was so masculine.
330,330,attempt,I smiled in an attempt to calm her down.,"She gave up her attempt at relaxing, and abandoned the lawn chair.","He stared at the pen in his hand, making no attempt to write.",calculate,push,dodge,tcbmrak,I smiled in an tcbmrak to calm her down.,"She gave up her tcbmrak at relaxing, and abandoned the lawn chair.","He stared at the pen in his hand, making no tcbmrak to write."
331,331,cue,"Then, as if on cue, the phone began to ring.","As if on cue, the sound of a vehicle starting broke the silence.","As if on cue, the flushed cook returned for her plate, and Daniela ordered the brandy and two glasses.",hope,word,bewilden,xkf,"Then, as if on xkf, the phone began to ring.","As if on xkf, the sound of a vehicle starting broke the silence.","As if on xkf, the flushed cook returned for her plate, and Daniela ordered the brandy and two glasses."
332,332,collaborator,So to look at this question of whether a curator is a creative collaborator or a self-important impresario?,"In the work of this review his chief collaborator was Giovanni Gentile, but Croce contributed most of the literary and much of the philosophic criticisms.","His wife, a daughter of Eugene Burnouf, was for many years his collaborator.",neighbor,running dog,enemy,hqysnwmfazxr,So to look at this question of whether a curator is a creative hqysnwmfazxr or a self-important impresario?,"In the work of this review his chief hqysnwmfazxr was Giovanni Gentile, but Croce contributed most of the literary and much of the philosophic criticisms.","His wife, a daughter of Eugene Burnouf, was for many years his hqysnwmfazxr."
333,333,breeze,A cool breeze touched her cheeks and neck.,It's like a cool breeze on a hot summer day.,"The flower moved as if caught in a breeze, not an earthquake.",rise,current,pain,rlygmc,A cool rlygmc touched her cheeks and neck.,It's like a cool rlygmc on a hot summer day.,"The flower moved as if caught in a rlygmc, not an earthquake."
334,334,barrier,He broke the barrier between them and touched her face.,Only one barrier remained between them.,"Difficulty of communication was still a barrier, and technology was still highly limited.",blade,screen,exit,hrmnelu,He broke the hrmnelu between them and touched her face.,Only one hrmnelu remained between them.,"Difficulty of communication was still a hrmnelu, and technology was still highly limited."
335,335,era,The era of fractured power and corruption is about to end.,"In the modern era, what we have seen around the world is a general increase in social services and the welfare state over time.",With this third Moses (the other two being the Biblical lawgiver and Moses Maimonides) a new era opens in the history of the Jewish people.,earth,cycle,conclusion,eay,The eay of fractured power and corruption is about to end.,"In the modern eay, what we have seen around the world is a general increase in social services and the welfare state over time.",With this third Moses (the other two being the Biblical lawgiver and Moses Maimonides) a new eay opens in the history of the Jewish people.
336,336,conceal,"Maybe he was trying to protect her, but more likely he was simply trying to conceal the problem.","Conceal nothing from me, I wish to know absolutely how things are.",There was no point in trying to conceal the truth now.,wave,suppress,unveil,ayxrgew,"Maybe he was trying to protect her, but more likely he was simply trying to ayxrgew the problem.","ayxrgew nothing from me, I wish to know absolutely how things are.",There was no point in trying to ayxrgew the truth now.
337,337,freight,The four freight wagons pulled into a single line behind her.,"He stopped, watching a group of freight wagons.",The captain was responsible for the freight and the ship; he had to replace all loss.,selective,weight,benefit,gpqlaxu,The four gpqlaxu wagons pulled into a single line behind her.,"He stopped, watching a group of gpqlaxu wagons.",The captain was responsible for the gpqlaxu and the ship; he had to replace all loss.
338,338,compatible,Maybe he would never find a compatible mate.,I thought I was marrying a man who had chosen a lifestyle compatible with mine.,A nice question is how far any alteration of the text of the exemplar is compatible with fidelity.,threatening,friendly,conflicting,dniopgtbjw,Maybe he would never find a dniopgtbjw mate.,I thought I was marrying a man who had chosen a lifestyle dniopgtbjw with mine.,A nice question is how far any alteration of the text of the exemplar is dniopgtbjw with fidelity.
339,339,decade,"Then there can be a week, a month, a year, a decade, and a century without war.","It had only been two years, but it felt like a decade.",You'd think we were still sitting in the same high school bleachers where we'd met a decade earlier.,meal,ten,instant,euzobq,"Then there can be a week, a month, a year, a euzobq, and a century without war.","It had only been two years, but it felt like a euzobq.",You'd think we were still sitting in the same high school bleachers where we'd met a euzobq earlier.
340,340,declaration,Her words stuck in her throat at his declaration.,"The President advocated a declaration of peace with Germany by resolution, and the immediate negotiation of a treaty.","In 1917 he gave his support to the declaration of war against Germany, and also to all the war measures, including the Selective Draft and Espionage bills.",knot,rule,denial,msdqrxyifkh,Her words stuck in her throat at his msdqrxyifkh.,"The President advocated a msdqrxyifkh of peace with Germany by resolution, and the immediate negotiation of a treaty.","In 1917 he gave his support to the msdqrxyifkh of war against Germany, and also to all the war measures, including the Selective Draft and Espionage bills."
341,341,deadly,The old Christian eschatology is set aside; no one has dealt such deadly blows to Chiliasm and Christian apocalypticism as Origen.,"He got his satchel from the buggy and, opening it, took out two deadly looking revolvers that made the children shrink back in alarm just to look at.","Glancing over his shoulder at his advancing pursuer, he knew he'd have to drop far enough and rapidly enough to pass Shipton before the killer could swing out with his deadly ax.",nervous,terminal,harmless,sjzebv,The old Christian eschatology is set aside; no one has dealt such sjzebv blows to Chiliasm and Christian apocalypticism as Origen.,"He got his satchel from the buggy and, opening it, took out two sjzebv looking revolvers that made the children shrink back in alarm just to look at.","Glancing over his shoulder at his advancing pursuer, he knew he'd have to drop far enough and rapidly enough to pass Shipton before the killer could swing out with his sjzebv ax."
342,342,ephemeral,"New words are constantly being coined, some will prove ephemeral, others are here to stay.",Concentrate on remembering the ephemeral moments which will be the most precious 20 years from now.,"The perennial lakes, such as those just described, hold their waters for years and perhaps centuries; but the ephemeral lakes usually evaporate in the course of the summer.",thin,cursory,immortal,dgscwvpuq,"New words are constantly being coined, some will prove dgscwvpuq, others are here to stay.",Concentrate on remembering the dgscwvpuq moments which will be the most precious 20 years from now.,"The perennial lakes, such as those just described, hold their waters for years and perhaps centuries; but the dgscwvpuq lakes usually evaporate in the course of the summer."
343,343,abrupt,"A strong hand gripped her arm, bringing her to an abrupt halt.",Jennifer stops Brian from making a rather abrupt exit to check the stock.,"The count listened with closed eyes, heaving abrupt sighs at certain passages.",spherical,rough,kind,gpfosc,"A strong hand gripped her arm, bringing her to an gpfosc halt.",Jennifer stops Brian from making a rather gpfosc exit to check the stock.,"The count listened with closed eyes, heaving gpfosc sighs at certain passages."
344,344,antique,All we had time to do was fix up a friend of Myrtle's friend's husband's antique car!,"It is an antique style, older than Greek or Egyptian.","Ensconced lights glowed in the midday, and antique furniture, rare paintings, elegant marble sculptures befitting a museum, silk Persian rugs underfoot, and many other priceless displays of prestige lined the wide hall.",hard,vintage,modern,mzdjvqt,All we had time to do was fix up a friend of Myrtle's friend's husband's mzdjvqt car!,"It is an mzdjvqt style, older than Greek or Egyptian.","Ensconced lights glowed in the midday, and mzdjvqt furniture, rare paintings, elegant marble sculptures befitting a museum, silk Persian rugs underfoot, and many other priceless displays of prestige lined the wide hall."
345,345,fountain,Damian crossed his arms and leaned against the wall around the trickling fountain at his back.,In the center of the chamber was a small fountain whose waters had long gone dry.,"But really, I fell into the pool at the fountain, and this kind man brought me here to get me dry.",juice,well,cave,yjafndgl,Damian crossed his arms and leaned against the wall around the trickling yjafndgl at his back.,In the center of the chamber was a small yjafndgl whose waters had long gone dry.,"But really, I fell into the pool at the yjafndgl, and this kind man brought me here to get me dry."
346,346,diplomat,"As American diplomat Ralph Johnson Bunche aptly observed, ""There are no warlike people, just warlike leaders.""",He is a Diplomat of the American Board of Ophthalmology.,"Everett, however, is known rather as a man of letters than as a diplomat.",tax,agent,protester,rgtqdzkw,"As American rgtqdzkw Ralph Johnson Bunche aptly observed, ""There are no warlike people, just warlike leaders.""",He is a rgtqdzkw of the American Board of Ophthalmology.,"Everett, however, is known rather as a man of letters than as a rgtqdzkw."
347,347,battery,The battery in the lantern might be dead or the fall might have broken it.,He bought some battery powered lights to hang on the wagon and Gerald helped him pile hay on the wagon.,"We're building a bigger battery to store the energy we generate from the river, but _ Kelli shrugged.",notes,cell,couple,ltpixgh,The ltpixgh in the lantern might be dead or the fall might have broken it.,He bought some ltpixgh powered lights to hang on the wagon and Gerald helped him pile hay on the wagon.,"We're building a bigger ltpixgh to store the energy we generate from the river, but _ Kelli shrugged."
348,348,awful,If I had a horse like you I wouldn't drag him out in this awful desert.,"Smells awful, but it works.",I'd hate to think we spent that awful morning with no results.,hot,offensive,pleasant,kyfgh,If I had a horse like you I wouldn't drag him out in this kyfgh desert.,"Smells kyfgh, but it works.",I'd hate to think we spent that kyfgh morning with no results.
349,349,cling,Don't cling to the first thing you see.,They cling with almost equal attachment to their local customs and their religious superstitions.,Something as small as a piece of hair or a tooth__nything that the soul of the dead immortal might still cling to.,watch,hold,isolate,nqjxm,Don't nqjxm to the first thing you see.,They nqjxm with almost equal attachment to their local customs and their religious superstitions.,Something as small as a piece of hair or a tooth__nything that the soul of the dead immortal might still nqjxm to.
350,350,harbor,"Every harbor on the sea-coast, also, has its bar at its entrance.","Boston Harbor has been frozen over in the past, but steamtugs plying constantly now prevent the occurrence of such obstruction.","At Sackett's Harbor are Madison Barracks, a United States military post, established in 1813 and including a reservation of 99 acres; and a United States Naval Station.",carbon,haven,solid,lfmvku,"Every lfmvku on the sea-coast, also, has its bar at its entrance.","Boston lfmvku has been frozen over in the past, but steamtugs plying constantly now prevent the occurrence of such obstruction.","At Sackett's lfmvku are Madison Barracks, a United States military post, established in 1813 and including a reservation of 99 acres; and a United States Naval Station."
351,351,dealer,"He indicated the stud farms at which Nicholas might procure horses, recommended to him a horse dealer in the town and a landowner fourteen miles out of town who had the best horses, and promised to assist him in every way.",She recalled how his former right hand dealer had turned traitor.,Deidre guessed the death dealer knew enough about Darkyn to fear him.,item,businessman,customer,tslkiw,"He indicated the stud farms at which Nicholas might procure horses, recommended to him a horse tslkiw in the town and a landowner fourteen miles out of town who had the best horses, and promised to assist him in every way.",She recalled how his former right hand tslkiw had turned traitor.,Deidre guessed the death tslkiw knew enough about Darkyn to fear him.
352,352,balcony,The master bedroom had wooden patio doors that opened on a balcony facing east.,The crowd moved eagerly from the balcony toward the porch.,"There's nothing sensitive about Claudette, but if you want to move into that room upstairs with the balcony, go ahead.",hill,piazza,bathroom,jexcviy,The master bedroom had wooden patio doors that opened on a jexcviy facing east.,The crowd moved eagerly from the jexcviy toward the porch.,"There's nothing sensitive about Claudette, but if you want to move into that room upstairs with the jexcviy, go ahead."
353,353,camouflage,"Teens can purchase camouflage dresses at formal stores, online or sew them at home.","Camouflage jackets are a popular camo item for boys, and to a lesser degree, for girls.",Camouflage clothing isn't just limited to BDUs for members of the military.,faith,mask,reveal,dcmytpxrzu,"Teens can purchase dcmytpxrzu dresses at formal stores, online or sew them at home.","dcmytpxrzu jackets are a popular camo item for boys, and to a lesser degree, for girls.",dcmytpxrzu clothing isn't just limited to BDUs for members of the military.
354,354,conform,"You must conform to the school's rules, or else you will get detention.","Aria tried her hardest to conform to the group of girls around her, but never seemed to succeed.",They didn't like the new design but the engineers had to_conform to the plan that the architect gave them.,expect,familiarize,defy,gzcvdue,"You must gzcvdue to the school's rules, or else you will get detention.","Aria tried her hardest to gzcvdue to the group of girls around her, but never seemed to succeed.",They didn't like the new design but the engineers had to_gzcvdue to the plan that the architect gave them.
355,355,bloom,All the beautiful flowers are in bloom now.,"Flowers which bloom in the early spring are abundant, especially on the edges of forests.",Near Cape May fruit trees bloom two or three weeks earlier than in the Highlands.,fork,rose,bu,fdtmk,All the beautiful flowers are in fdtmk now.,"Flowers which fdtmk in the early spring are abundant, especially on the edges of forests.",Near Cape May fruit trees fdtmk two or three weeks earlier than in the Highlands.
356,356,brief,She wrapped her arms around her knees and closed her eyes for a brief rest.,"His expression revealed surprise for a brief moment, and then his eyes flashed with anger.",For him it was nothing more than a brief episode of pleasure.,imaginery,compressed,large,ubpin,She wrapped her arms around her knees and closed her eyes for a ubpin rest.,"His expression revealed surprise for a ubpin moment, and then his eyes flashed with anger.",For him it was nothing more than a ubpin episode of pleasure.
357,357,crow,We see a black crow tightly holding a human mask which he is in the act of incubating.,"As the crow flies, about seven miles, but as the old saying goes, a crow can't fly through rock.","I sure hope you like crow, 'cause you're going to be eating a bunch of it before Alex leaves.",discover,cry,fail,flwc,We see a black flwc tightly holding a human mask which he is in the act of incubating.,"As the flwc flies, about seven miles, but as the old saying goes, a crow can't fly through rock.","I sure hope you like flwc, 'cause you're going to be eating a bunch of it before Alex leaves."
358,358,annoyed,She was confused and a little annoyed by a growing desire for a more serious relationship.,"As much as Jake annoyed her, he was still her friend.",She was annoyed because she feared it would lead to unhappiness.,quiet,choleric,content,yhgmjxa,She was confused and a little yhgmjxa by a growing desire for a more serious relationship.,"As much as Jake yhgmjxa her, he was still her friend.",She was yhgmjxa because she feared it would lead to unhappiness.
359,359,adopt,It wouldn't hurt to adopt a more positive outlook.,"Why is it good when you adopt a baby that isn't yours, but bad if it's yours and you don't give birth to it?",Why would he want to adopt a child if he was feeling overwhelmed?,marry,sustain,abandon,cqmsp,It wouldn't hurt to cqmsp a more positive outlook.,"Why is it good when you cqmsp a baby that isn't yours, but bad if it's yours and you don't give birth to it?",Why would he want to cqmsp a child if he was feeling overwhelmed?
360,360,engulf,"When phagocytes encounter an invading organism, they surround and engulf it in order to destroy it.","This emperor had, in the years 717 and 718, hurled back the tide of Arab conquest which threatened to engulf Byzantium, and had also shown himself an able statesman and legislator.","Leeches without biting jaws possess a protrusible proboscis, and generally engulf their prey, as does the horse leech when it attacks earthworms. But some of them are also ectoparasites.",feed,bury,keep,hjzvcg,"When phagocytes encounter an invading organism, they surround and hjzvcg it in order to destroy it.","This emperor had, in the years 717 and 718, hurled back the tide of Arab conquest which threatened to hjzvcg Byzantium, and had also shown himself an able statesman and legislator.","Leeches without biting jaws possess a protrusible proboscis, and generally hjzvcg their prey, as does the horse leech when it attacks earthworms. But some of them are also ectoparasites."
361,361,entomology,"The term labrum is used in zoology, of a lip or lip-like part; in entomology it is applied specifically to the upper lip of an insect, the lower lip being termed labium.",The history of the study of insects is sketched under Entomology.,"Thus the reflection of a person in a mirror is known as his ""image""; in popular usage one person is similarly described as ""the very image"" of another; so in entomology the term is applied in its Latin form imago to an insect which, having passed through its larval stages, has achieved its full typical development.",anatomy,antomology,anatomology,texmwoanyf,"The term labrum is used in zoology, of a lip or lip-like part; in texmwoanyf it is applied specifically to the upper lip of an insect, the lower lip being termed labium.",The history of the study of insects is sketched under texmwoanyf.,"Thus the reflection of a person in a mirror is known as his ""image""; in popular usage one person is similarly described as ""the very image"" of another; so in texmwoanyf the term is applied in its Latin form imago to an insect which, having passed through its larval stages, has achieved its full typical development."
362,362,cadence,"When their breath returned to a more normal cadence and they were no longer perspiring, they rose to leave.","In expressive language development, children first speak in long unintelligible babbles that mimic the cadence and rhythm of adult speech.",I hear the clink of them at the end of every cadence of the Bible verses ' .,rhythm,accident,ending,yqztlhx,"When their breath returned to a more normal yqztlhx and they were no longer perspiring, they rose to leave.","In expressive language development, children first speak in long unintelligible babbles that mimic the yqztlhx and rhythm of adult speech.",I hear the clink of them at the end of every yqztlhx of the Bible verses ' .
363,363,ample,"The trees have ample room to expand on the water side, and each sends forth its most vigorous branch in that direction.","Rain is very scarce, but the canals supply ample water for cultivation and all other purposes.","Parking is ample but during the summer months, it fills quickly.",many,apple,full,yfbrj,"The trees have yfbrj room to expand on the water side, and each sends forth its most vigorous branch in that direction.","Rain is very scarce, but the canals supply yfbrj water for cultivation and all other purposes.","Parking is yfbrj but during the summer months, it fills quickly."
364,364,circumspect,In this situation you need to be very circumspect about claiming interactions.,"But he was certainly a prudent and circumspect ruler of blameless life, possessing, as Arnold of Lubeck (c. 1160-1212) expresses it, ""the sober wisdom of old age even in his tender youth.""",As foreign minister he was cautious and circumspect.,circumference,careful,scrupulous,zacpyvfkheg,In this situation you need to be very zacpyvfkheg about claiming interactions.,"But he was certainly a prudent and zacpyvfkheg ruler of blameless life, possessing, as Arnold of Lubeck (c. 1160-1212) expresses it, ""the sober wisdom of old age even in his tender youth.""",As foreign minister he was cautious and zacpyvfkheg.
365,365,bilious,"He had what the doctors termed ""bilious fever.""",The vomitus will be greenish (bilious) because it contains bile from the gallbladder.,"Bilious remittent fever occurs in the summer months, and smallpox prevails from November to March.",biliverdin,cholic,ornery,vjweytg,"He had what the doctors termed ""vjweytg fever.""",The vomitus will be greenish (vjweytg) because it contains bile from the gallbladder.,"vjweytg remittent fever occurs in the summer months, and smallpox prevails from November to March."
366,366,abstract,"They had no abstract ideas; in their minds all was concrete, visible and tangible.",Can I have an abstract of the article?,Choose five abstract nouns relating to recent conversational themes.,metaphysical,summary,brief,cpxdeqmt,"They had no cpxdeqmt ideas; in their minds all was concrete, visible and tangible.",Can I have an cpxdeqmt of the article?,Choose five cpxdeqmt nouns relating to recent conversational themes.
367,367,dearth,"The next danger was from the people, who were infuriated by the dearth of corn.","Between 1831 and 1842 there were six seasons of dearth, approaching in some places to famine.","Other prophets of the same age speak much of dearth and failure of crops, which in Palestine then as now were aggravated by bad government, and were far more serious to a small and isolated community than they could ever have been to the old kingdom.",shortage,death,drought,bqwpal,"The next danger was from the people, who were infuriated by the bqwpal of corn.","Between 1831 and 1842 there were six seasons of bqwpal, approaching in some places to famine.","Other prophets of the same age speak much of bqwpal and failure of crops, which in Palestine then as now were aggravated by bad government, and were far more serious to a small and isolated community than they could ever have been to the old kingdom."
