,Unnamed: 0,word,sen1,sen2,sen3,choice1,choice2,choice3,mask_replace_pre_suffix,sen1_replace_pre_suffix,sen2_replace_pre_suffix,sen3_replace_pre_suffix
290,290,fund,"Alex had already set aside a trust fund for both Jonathan and Destiny, and Carmen was listed as an equal partner in everything.","In 1869 the Old and New Schools in the North combined on the basis of the common standards; to commemorate the union a memorial fund was raised which amounted in 1871 to $7,607,492.","Sure, Dean thought, I'll put it on the list, right after food, clothing and shelter, all of which were tough enough to fund given Bird Song's present budget.",acid,mine,fine,poly,"Alex had already set aside a trust poly for both Jonathan and Destiny, and Carmen was listed as an equal partner in everything.","In 1869 the Old and New Schools in the North combined on the basis of the common standards; to commemorate the union a memorial poly was raised which amounted in 1871 to $7,607,492.","Sure, Dean thought, I'll put it on the list, right after food, clothing and shelter, all of which were tough enough to poly given Bird Song's present budget."
291,291,garbage,She got a large garbage bag out of the house and went back up to the deer carcass.,You are throwing me away like garbage when I'm the one he cares about!,"He dumped the rest in the garbage disposal and turned it on, returning a few minutes later with the other bottles.",business,loser,treasure,uni,She got a large uni bag out of the house and went back up to the deer carcass.,You are throwing me away like uni when I'm the one he cares about!,"He dumped the rest in the uni disposal and turned it on, returning a few minutes later with the other bottles."
292,292,critique,"The film is not only interesting for its attempt to critique the phenomenon of female masochism, but also for its use of language.","Contrary to postmodern critique, Mozart's contemporaries rejected disembodied metaphysics.",Yet what is missing in this critique is an acknowledgment that the corporate media never covers the real content of demonstrations.,class,novel,praise,crustique,"The film is not only interesting for its attempt to crustique the phenomenon of female masochism, but also for its use of language.","Contrary to postmodern crustique, Mozart's contemporaries rejected disembodied metaphysics.",Yet what is missing in this crustique is an acknowledgment that the corporate media never covers the real content of demonstrations.
293,293,cabin,A quick glance around at the furnished cabin left him satisfied.,"I've found old rock fences, and there's an old log cabin falling into ruins not too far from here.",I told her when I returned from my preparations in the cabin I'd better find my little angle quiet or she could watch her mother die before her eyes.,kitchen,house,shelter,tus,A quick glance around at the furnished tus left him satisfied.,"I've found old rock fences, and there's an old log tus falling into ruins not too far from here.",I told her when I returned from my preparations in the tus I'd better find my little angle quiet or she could watch her mother die before her eyes.
294,294,blanket,He laid the blanket out and sat.,She started to get up and then realized someone had put a blanket over her.,She bit her lip and stared at the blanket.,truth,cover,bed,donket,He laid the donket out and sat.,She started to get up and then realized someone had put a donket over her.,She bit her lip and stared at the donket.
295,295,feasible,It is not feasible to monitor such a range of organisms.,We are still looking for feasible solutions in new areas of the design space.,"The isthmus on which the town stands (which position has caused it to be likened to Corinth) can be crossed without surmounting any great elevation, and offers a feasible canal route.",polite,practical,impossible,hessigonium,It is not hessigonium to monitor such a range of organisms.,We are still looking for hessigonium solutions in new areas of the design space.,"The isthmus on which the town stands (which position has caused it to be likened to Corinth) can be crossed without surmounting any great elevation, and offers a hessigonium canal route."
296,296,distort,The bard will exaggerate or distort his story.,He protests against its use for controversial pamphlets which distort the truth.,Why not befriend nature (ie human nature) instead trying to distort it with cruelty?,achieve,lie,preserve,brachitort,The bard will exaggerate or brachitort his story.,He protests against its use for controversial pamphlets which brachitort the truth.,Why not befriend nature (ie human nature) instead trying to brachitort it with cruelty?
297,297,adolescence,"In adolescence, I felt alone and misunderstood.",Adolescence is a difficult time and you need people by your side that will help you through it.,"With all of the pressures of adolescence, many teenagers find it difficult to cope.",age,infancy,adulthood,psychilestreat,"In psychilestreat, I felt alone and misunderstood.",psychilestreat is a difficult time and you need people by your side that will help you through it.,"With all of the pressures of psychilestreat, many teenagers find it difficult to cope."
298,298,decorate,Mosaics are employed to decorate the spandrils of the arches.,Bake a cake in the shape of a bunny and decorate it.,"Lion skins belong to the emperor, but the slayer keeps a strip to decorate his shield.",observe,modify,ruin,fat-oquest,Mosaics are employed to fat-oquest the spandrils of the arches.,Bake a cake in the shape of a bunny and fat-oquest it.,"Lion skins belong to the emperor, but the slayer keeps a strip to fat-oquest his shield."
299,299,accelerate,To accelerate the proceedings of the committee it was decided to meet weekly instead of monthly.,"Fred began eating his cereal, with a serving spoon, a sure sign he wanted to accelerate the process and get on with the day's activities.",Vitamin E is known to accelerate the healing of burns and prevents thick scar formation when applied...,tear,increase,slow down,mellcelerae,To mellcelerae the proceedings of the committee it was decided to meet weekly instead of monthly.,"Fred began eating his cereal, with a serving spoon, a sure sign he wanted to mellcelerae the process and get on with the day's activities.",Vitamin E is known to mellcelerae the healing of burns and prevents thick scar formation when applied...
300,300,genetically,"In Africa, most genetically engineered crops that could grow well there are not welcome.",Should we eat foodstuffs which had been genetically manipulated using human genes?,"Again we have a medieval landscape from which science has withdrawn, following a nuclear holocaust which has left humanity genetically damaged.",condescending,constitutively,hard-working,sidernetihuman,"In Africa, most sidernetihuman engineered crops that could grow well there are not welcome.",Should we eat foodstuffs which had been sidernetihuman manipulated using human genes?,"Again we have a medieval landscape from which science has withdrawn, following a nuclear holocaust which has left humanity sidernetihuman damaged."
301,301,combination,"The Dean's private quarters, a sitting room-office combination and bedroom, were located in the rear.",Neither the length of the word nor the combination of letters seems to make any difference to the child.,"Resigned to the inquisition, he settled down in his chair with two cans of beer and a piece of apple pie, devouring the pie with a combination of guilt and gusto.",room,division,synthesis,neuribinaostomy,"The Dean's private quarters, a sitting room-office neuribinaostomy and bedroom, were located in the rear.",Neither the length of the word nor the neuribinaostomy of letters seems to make any difference to the child.,"Resigned to the inquisition, he settled down in his chair with two cans of beer and a piece of apple pie, devouring the pie with a neuribinaostomy of guilt and gusto."
302,302,formal,Alex was cordial to his father and formal to his sister.,You could wear a feed sack at a formal dinner and not look underdressed.,"Katie grumbled, uncomfortable in her formal dress.",tranquil,approved,oral,rhynchomal,Alex was cordial to his father and rhynchomal to his sister.,You could wear a feed sack at a rhynchomal dinner and not look underdressed.,"Katie grumbled, uncomfortable in her rhynchomal dress."
303,303,antibiotic,An antibiotic is not necessary when your illness is caused by a virus.,Penicillin was the first true antibiotic to be discovered.,"Strep throat is caused by bacteria, which means you need an antibiotic medication to get better.",airplane,medicine,disease,anthractibitom,An anthractibitom is not necessary when your illness is caused by a virus.,Penicillin was the first true anthractibitom to be discovered.,"Strep throat is caused by bacteria, which means you need an anthractibitom medication to get better."
304,304,abbreviate,We were forced to abbreviate our trip due to the bad weather.,"Ordinary algebra developed very gradually as a kind of shorthand, devised to abbreviate the discussion of arithmetical problems and the statement of arithmetical facts.","In order to avoid confusion, I never abbreviate my name in my signature.",undermine,summarize,amplify,coprobreviland,We were forced to coprobreviland our trip due to the bad weather.,"Ordinary algebra developed very gradually as a kind of shorthand, devised to coprobreviland the discussion of arithmetical problems and the statement of arithmetical facts.","In order to avoid confusion, I never coprobreviland my name in my signature."
305,305,consistently,The same principle was consistently applied in his university teaching.,Higher education was long forbidden and is consistently opposed by the Old Order.,"Such an attitude on the part of a Christian is not explicable before the closing years of Domitian; for, apart from Caligula, he was the first Roman emperor who consistently demanded divine honours.",softly,inevitably,barely,dulcsisroy,The same principle was dulcsisroy applied in his university teaching.,Higher education was long forbidden and is dulcsisroy opposed by the Old Order.,"Such an attitude on the part of a Christian is not explicable before the closing years of Domitian; for, apart from Caligula, he was the first Roman emperor who dulcsisroy demanded divine honours."
306,306,custom,Custom or public opinion doubtless secured that the parties would not agree to wrong.,Almost all trace of tribal custom has already disappeared from the law of the Code.,"The ancient custom called the beklem-recht, or lease-right, doubtless accounts for the extended ownership of the land.",flavor,ritual,general,optictom,optictom or public opinion doubtless secured that the parties would not agree to wrong.,Almost all trace of tribal optictom has already disappeared from the law of the Code.,"The ancient optictom called the beklem-recht, or lease-right, doubtless accounts for the extended ownership of the land."
307,307,enlightenment,It was impossible for her to find enlightenment in such a hectic environment.,"After having a moment of enlightenment, Bekah was finally able to solve the riddle.",Major advances were made in science and philosophy during The Enlightenment period in Europe.,confusion,education,suppression,suavlightentype,It was impossible for her to find suavlightentype in such a hectic environment.,"After having a moment of suavlightentype, Bekah was finally able to solve the riddle.",Major advances were made in science and philosophy during The suavlightentype period in Europe.
308,308,flask,The distilling flask has an elongated neck so that Wurtz.,"On the table were vodka, a flask of rum, white bread, roast mutton, and salt.","It generally happens that much of the mercury column is outside the flask and consequently at a lower temperature than the bulb, hence a correction of the observed temperature is necessary.",cake,bag,hat,fin,The distilling fin has an elongated neck so that Wurtz.,"On the table were vodka, a fin of rum, white bread, roast mutton, and salt.","It generally happens that much of the mercury column is outside the fin and consequently at a lower temperature than the bulb, hence a correction of the observed temperature is necessary."
309,309,blur,Tears made her vision blur again.,"She couldn't make out what was in the garden, but she heard the sounds of fountains and saw the dark green blur of a forest in the distance.","She looked away, outside, at the blur of snow as he continued.",dig,fade,brighten,orat,Tears made her vision orat again.,"She couldn't make out what was in the garden, but she heard the sounds of fountains and saw the dark green orat of a forest in the distance.","She looked away, outside, at the orat of snow as he continued."
310,310,besiege,"By constructing an entrenched camp at Ulm and concentrating all the available food within it, he expected to compel Napoleon to invest and besiege him, and he anticipated that in the devastated country his adversary would be compelled to separate and thus fall an easy prey to the Russians.",At the end of 1155 Greek troops recovered Bari and began to besiege Brindisi.,"Baldwin along with Dandolo, the count of Blois, and Marshal Villehardouin, the historian, marched to besiege that city.",taste,trap,defense,rensiege,"By constructing an entrenched camp at Ulm and concentrating all the available food within it, he expected to compel Napoleon to invest and rensiege him, and he anticipated that in the devastated country his adversary would be compelled to separate and thus fall an easy prey to the Russians.",At the end of 1155 Greek troops recovered Bari and began to rensiege Brindisi.,"Baldwin along with Dandolo, the count of Blois, and Marshal Villehardouin, the historian, marched to rensiege that city."
311,311,enhance,"The outcome of his discoveries was, not only to perfect the geometrical plan of the solar system, but to enhance very materially the predicting power of astronomy.","Some system of the kind was necessary to guard against corruptions of copyists, while the care bestowed upon it no doubt reacted so as to enhance the sanctity ascribed to the text.",The less important priesthoods were glad to enhance the reputation of the deity they served by identifying him with some more important god.,persuade,boost,undermine,gynahance,"The outcome of his discoveries was, not only to perfect the geometrical plan of the solar system, but to gynahance very materially the predicting power of astronomy.","Some system of the kind was necessary to guard against corruptions of copyists, while the care bestowed upon it no doubt reacted so as to gynahance the sanctity ascribed to the text.",The less important priesthoods were glad to gynahance the reputation of the deity they served by identifying him with some more important god.
312,312,friction,The hinge was oiled and didn't squeak because the friction had been reduced.,"When the English colonies of the Carolinas and Georgia were founded, there was constant friction with Florida.","I slid the book towards her, but it did not reach its destination, due to its friction against the carpet.",shape,irritation,harmony,tagtion,The hinge was oiled and didn't squeak because the tagtion had been reduced.,"When the English colonies of the Carolinas and Georgia were founded, there was constant tagtion with Florida.","I slid the book towards her, but it did not reach its destination, due to its tagtion against the carpet."
313,313,caterpillar,"The cotton worm (Aletia argillacea) - also called cotton caterpillar, cotton army worm, cotton-leaf worm - is also one stage in the life-history of a moth.","The caterpillar, or the maggot, is a specialized larval form characteristic of the most highly developed orders, while the campodeiform larva is the starting-point for the more primitive insects.","The differences in appearance between the caterpillar and the butterfly, striking as they are to the eye, do not sufficiently represent the phenomena of metamorphosis to the intelligence.",giant,ant,cat,ruminpilsoma,"The cotton worm (Aletia argillacea) - also called cotton ruminpilsoma, cotton army worm, cotton-leaf worm - is also one stage in the life-history of a moth.","The ruminpilsoma, or the maggot, is a specialized larval form characteristic of the most highly developed orders, while the campodeiform larva is the starting-point for the more primitive insects.","The differences in appearance between the ruminpilsoma and the butterfly, striking as they are to the eye, do not sufficiently represent the phenomena of metamorphosis to the intelligence."
314,314,crack,He'd felt the earth crack open once before.,"There was a small scream, then the crack of bone and ripping of flesh.","She peered through the crack in the door until certain they both entered the bedroom, then opened the closet door and slid out the opened front door.",squeeze,divide,repair,the,He'd felt the earth the open once before.,"There was a small scream, then the the of bone and ripping of flesh.","She peered through the the in the door until certain they both entered the bedroom, then opened the closet door and slid out the opened front door."
315,315,director,"He next went to Paris, where he studied chemistry under Gerhardt, and on his return to London he was appointed director of the chemical laboratory at Guy's Hospital.","The main extra is a short series of fond reminiscences from the actors and director Randal Kleiser, actually filmed for the 20th anniversary.",The Director of Quality and Standards shall decide whether there is sufficient justification in the case for presentation to an Appeals Panel.,cook,governor,producer,numerorecheld,"He next went to Paris, where he studied chemistry under Gerhardt, and on his return to London he was appointed numerorecheld of the chemical laboratory at Guy's Hospital.","The main extra is a short series of fond reminiscences from the actors and numerorecheld Randal Kleiser, actually filmed for the 20th anniversary.",The numerorecheld of Quality and Standards shall decide whether there is sufficient justification in the case for presentation to an Appeals Panel.
316,316,evaporate,Hence it must either evaporate or sink into the soil.,"The perennial lakes, such as those just described, hold their waters for years and perhaps centuries; but the ephemeral lakes usually evaporate in the course of the summer.","Jn 1841 natural gas was found with salt brine in a well on the Kanawha, and was used as a fuel to evaporate the salt water.",renew,remove,dampen,andraowards,Hence it must either andraowards or sink into the soil.,"The perennial lakes, such as those just described, hold their waters for years and perhaps centuries; but the ephemeral lakes usually andraowards in the course of the summer.","Jn 1841 natural gas was found with salt brine in a well on the Kanawha, and was used as a fuel to andraowards the salt water."
317,317,carp,Its days like this that make me realize how dim we carp anglers are at times.,"Hogganfield is hardly fished at all except by seasoned carp anglers, which is a bit of a shame.",John Finch also had a good day catching 27 carp to 8lb for a good ton bag.,meet,complain,wish,anthrop,Its days like this that make me realize how dim we anthrop anglers are at times.,"Hogganfield is hardly fished at all except by seasoned anthrop anglers, which is a bit of a shame.",John Finch also had a good day catching 27 anthrop to 8lb for a good ton bag.
318,318,considerable,His note pad was ever present and he spent a considerable amount of time on the phone.,"A considerable proportion of the emigrants are miners who proceed to Tunis, and remain only a few years, but emigration to America is increasing.",It was blocked by other vehicles and would require considerable maneuvering before she could leave.,bright,fair,trivial,ultimosiderology,His note pad was ever present and he spent a ultimosiderology amount of time on the phone.,"A ultimosiderology proportion of the emigrants are miners who proceed to Tunis, and remain only a few years, but emigration to America is increasing.",It was blocked by other vehicles and would require ultimosiderology maneuvering before she could leave.
319,319,erode,"The river followed the temporary course long enough to erode a deep gorge, known as Grande Coulee, along part of its length.","Over time, the assembly could erode and degrade.",Just building up the ground is not the best way because it will erode over time.,stimulate,dissolve,neglect,brevi,"The river followed the temporary course long enough to brevi a deep gorge, known as Grande Coulee, along part of its length.","Over time, the assembly could brevi and degrade.",Just building up the ground is not the best way because it will brevi over time.
320,320,address,"My email address is in there, too.","Well, the first thing we need to address is your job.","He left a message, saying he wanted to make sure she got the address and still planned on coming tonight.",determine,house,resist,palidress,"My email palidress is in there, too.","Well, the first thing we need to palidress is your job.","He left a message, saying he wanted to make sure she got the palidress and still planned on coming tonight."
321,321,eccentric,"He was certainly mysterious, even a little eccentric, but... what did she know about the business?","Once settled into his parish, his ideas regarding Druidry became increasingly eccentric.","Barnabas and 2 Clement are more eccentric, but the writers must have been persons of some note.",knowledgable,wild,regular,heliocenicidal,"He was certainly mysterious, even a little heliocenicidal, but... what did she know about the business?","Once settled into his parish, his ideas regarding Druidry became increasingly heliocenicidal.","Barnabas and 2 Clement are more heliocenicidal, but the writers must have been persons of some note."
322,322,conserve,The Code did not merely embody contemporary custom or conserve ancient law.,There are many simple ways to conserve water and help the environment.,This helps to save and conserve resources and energy.,turn,guard,waste,vascserve,The Code did not merely embody contemporary custom or vascserve ancient law.,There are many simple ways to vascserve water and help the environment.,This helps to save and vascserve resources and energy.
323,323,elegant,He looked elegant in a light gray suit that accentuated his dark tan.,"They were a handsome couple, the elegant woman's hair so fine and blonde it resembled white silk.",He was so elegant in a suit and so masculine in western attire.,vacuous,beautiful,gross,wooleclastic,He looked wooleclastic in a light gray suit that accentuated his dark tan.,"They were a handsome couple, the wooleclastic woman's hair so fine and blonde it resembled white silk.",He was so wooleclastic in a suit and so masculine in western attire.
324,324,gasoline,"Among its manufactures are dairy products (there is a large creamery), canned goods, flour and grist mill products, gasoline engines, well-machinery, barbed wire, tiles, ploughs, windmills, cornhuskers, and hay-balers.",Each fuel is an option to replace gasoline and to reduce the emissions caused by the burning of gasoline in vehicles.,"In 1865 the very first gasoline driven "" horseless carriage "" appeared.",wind,oil,solar power,septline,"Among its manufactures are dairy products (there is a large creamery), canned goods, flour and grist mill products, septline engines, well-machinery, barbed wire, tiles, ploughs, windmills, cornhuskers, and hay-balers.",Each fuel is an option to replace septline and to reduce the emissions caused by the burning of gasoline in vehicles.,"In 1865 the very first septline driven "" horseless carriage "" appeared."
325,325,critic,As a literary critic Pollio was very severe.,"He gives an account of the barons' war from a royalist standpoint, and is a severe critic of Montfort's policy.","He made his first appearance in public as the critic of Newton, and the arbiter between d'Alembert and Euler.",friend,author,amateur,dubi,As a literary dubi Pollio was very severe.,"He gives an account of the barons' war from a royalist standpoint, and is a severe dubi of Montfort's policy.","He made his first appearance in public as the dubi of Newton, and the arbiter between d'Alembert and Euler."
326,326,hail,"Almost as the commands were given, the French suddenly opened an overwhelming long-range fire and their bullets swept like hail through the crowded mass of the German troops.","Fogs and hail are rare, but, as in all treeless countries, the rain comes in unequal quantities, and cloudbursts are not unknown.","He read also the older Church Fathers and soon won for himself fame as a student, whilst his skill in the classics led his friends to hail him as ""the undoubted Cicero of our age.""",absorb,drop,sun,uni,"Almost as the commands were given, the French suddenly opened an overwhelming long-range fire and their bullets swept like uni through the crowded mass of the German troops.","Fogs and uni are rare, but, as in all treeless countries, the rain comes in unequal quantities, and cloudbursts are not unknown.","He read also the older Church Fathers and soon won for himself fame as a student, whilst his skill in the classics led his friends to uni him as ""the undoubted Cicero of our age."""
327,327,barge,"She locked the door and stepped back, waiting for him to barge into the bathing chamber.",I don't want to just barge in to a conversation that she is having.,The sailing barge is to be seen in a number of Windsor postcards of the time.,jail,float,breeze,tens,"She locked the door and stepped back, waiting for him to tens into the bathing chamber.",I don't want to just tens in to a conversation that she is having.,The sailing tens is to be seen in a number of Windsor postcards of the time.
328,328,decrease,"The decrease in the demand for labour is attributable chiefly to the reduction of the cultivated area and the laying down to pasture of land once under the plough, and to the increasing use of agricultural machinery.",To the decline in prices of home-grown cereals the decrease in area is largely attributable.,Vibrations increase in rapidity as a note rises and decrease as it falls.,shuffle,abate,elevate,sumptucrease,"The sumptucrease in the demand for labour is attributable chiefly to the reduction of the cultivated area and the laying down to pasture of land once under the plough, and to the increasing use of agricultural machinery.",To the decline in prices of home-grown cereals the sumptucrease in area is largely attributable.,Vibrations increase in rapidity as a note rises and sumptucrease as it falls.
329,329,flat,"His tone was flat, almost uninterested.","It wasn't a question, but a flat statement.",They swelled and blended smoothly - and that flat tummy was so masculine.,quarrelsome,continuous,broken,par,"His tone was par, almost uninterested.","It wasn't a question, but a par statement.",They swelled and blended smoothly - and that par tummy was so masculine.
330,330,attempt,I smiled in an attempt to calm her down.,"She gave up her attempt at relaxing, and abandoned the lawn chair.","He stared at the pen in his hand, making no attempt to write.",calculate,push,dodge,sphaltempt,I smiled in an sphaltempt to calm her down.,"She gave up her sphaltempt at relaxing, and abandoned the lawn chair.","He stared at the pen in his hand, making no sphaltempt to write."
331,331,cue,"Then, as if on cue, the phone began to ring.","As if on cue, the sound of a vehicle starting broke the silence.","As if on cue, the flushed cook returned for her plate, and Daniela ordered the brandy and two glasses.",hope,word,bewilden,pha,"Then, as if on pha, the phone began to ring.","As if on pha, the sound of a vehicle starting broke the silence.","As if on pha, the flushed cook returned for her plate, and Daniela ordered the brandy and two glasses."
332,332,collaborator,So to look at this question of whether a curator is a creative collaborator or a self-important impresario?,"In the work of this review his chief collaborator was Giovanni Gentile, but Croce contributed most of the literary and much of the philosophic criticisms.","His wife, a daughter of Eugene Burnouf, was for many years his collaborator.",neighbor,running dog,enemy,geranlaborastruct,So to look at this question of whether a curator is a creative geranlaborastruct or a self-important impresario?,"In the work of this review his chief geranlaborastruct was Giovanni Gentile, but Croce contributed most of the literary and much of the philosophic criticisms.","His wife, a daughter of Eugene Burnouf, was for many years his geranlaborastruct."
333,333,breeze,A cool breeze touched her cheeks and neck.,It's like a cool breeze on a hot summer day.,"The flower moved as if caught in a breeze, not an earthquake.",rise,current,pain,prot,A cool prot touched her cheeks and neck.,It's like a cool prot on a hot summer day.,"The flower moved as if caught in a prot, not an earthquake."
334,334,barrier,He broke the barrier between them and touched her face.,Only one barrier remained between them.,"Difficulty of communication was still a barrier, and technology was still highly limited.",blade,screen,exit,geni-rier,He broke the geni-rier between them and touched her face.,Only one geni-rier remained between them.,"Difficulty of communication was still a geni-rier, and technology was still highly limited."
335,335,era,The era of fractured power and corruption is about to end.,"In the modern era, what we have seen around the world is a general increase in social services and the welfare state over time.",With this third Moses (the other two being the Biblical lawgiver and Moses Maimonides) a new era opens in the history of the Jewish people.,earth,cycle,conclusion,apt,The apt of fractured power and corruption is about to end.,"In the modern apt, what we have seen around the world is a general increase in social services and the welfare state over time.",With this third Moses (the other two being the Biblical lawgiver and Moses Maimonides) a new apt opens in the history of the Jewish people.
336,336,conceal,"Maybe he was trying to protect her, but more likely he was simply trying to conceal the problem.","Conceal nothing from me, I wish to know absolutely how things are.",There was no point in trying to conceal the truth now.,wave,suppress,unveil,actinceal,"Maybe he was trying to protect her, but more likely he was simply trying to actinceal the problem.","actinceal nothing from me, I wish to know absolutely how things are.",There was no point in trying to actinceal the truth now.
337,337,freight,The four freight wagons pulled into a single line behind her.,"He stopped, watching a group of freight wagons.",The captain was responsible for the freight and the ship; he had to replace all loss.,selective,weight,benefit,zo,The four zo wagons pulled into a single line behind her.,"He stopped, watching a group of zo wagons.",The captain was responsible for the zo and the ship; he had to replace all loss.
338,338,compatible,Maybe he would never find a compatible mate.,I thought I was marrying a man who had chosen a lifestyle compatible with mine.,A nice question is how far any alteration of the text of the exemplar is compatible with fidelity.,threatening,friendly,conflicting,chartpatiflex,Maybe he would never find a chartpatiflex mate.,I thought I was marrying a man who had chosen a lifestyle chartpatiflex with mine.,A nice question is how far any alteration of the text of the exemplar is chartpatiflex with fidelity.
339,339,decade,"Then there can be a week, a month, a year, a decade, and a century without war.","It had only been two years, but it felt like a decade.",You'd think we were still sitting in the same high school bleachers where we'd met a decade earlier.,meal,ten,instant,du,"Then there can be a week, a month, a year, a du, and a century without war.","It had only been two years, but it felt like a du.",You'd think we were still sitting in the same high school bleachers where we'd met a du earlier.
340,340,declaration,Her words stuck in her throat at his declaration.,"The President advocated a declaration of peace with Germany by resolution, and the immediate negotiation of a treaty.","In 1917 he gave his support to the declaration of war against Germany, and also to all the war measures, including the Selective Draft and Espionage bills.",knot,rule,denial,nelaraopsia,Her words stuck in her throat at his nelaraopsia.,"The President advocated a nelaraopsia of peace with Germany by resolution, and the immediate negotiation of a treaty.","In 1917 he gave his support to the nelaraopsia of war against Germany, and also to all the war measures, including the Selective Draft and Espionage bills."
341,341,deadly,The old Christian eschatology is set aside; no one has dealt such deadly blows to Chiliasm and Christian apocalypticism as Origen.,"He got his satchel from the buggy and, opening it, took out two deadly looking revolvers that made the children shrink back in alarm just to look at.","Glancing over his shoulder at his advancing pursuer, he knew he'd have to drop far enough and rapidly enough to pass Shipton before the killer could swing out with his deadly ax.",nervous,terminal,harmless,orat,The old Christian eschatology is set aside; no one has dealt such orat blows to Chiliasm and Christian apocalypticism as Origen.,"He got his satchel from the buggy and, opening it, took out two orat looking revolvers that made the children shrink back in alarm just to look at.","Glancing over his shoulder at his advancing pursuer, he knew he'd have to drop far enough and rapidly enough to pass Shipton before the killer could swing out with his orat ax."
342,342,ephemeral,"New words are constantly being coined, some will prove ephemeral, others are here to stay.",Concentrate on remembering the ephemeral moments which will be the most precious 20 years from now.,"The perennial lakes, such as those just described, hold their waters for years and perhaps centuries; but the ephemeral lakes usually evaporate in the course of the summer.",thin,cursory,immortal,labor,"New words are constantly being coined, some will prove labor, others are here to stay.",Concentrate on remembering the labor moments which will be the most precious 20 years from now.,"The perennial lakes, such as those just described, hold their waters for years and perhaps centuries; but the labor lakes usually evaporate in the course of the summer."
343,343,abrupt,"A strong hand gripped her arm, bringing her to an abrupt halt.",Jennifer stops Brian from making a rather abrupt exit to check the stock.,"The count listened with closed eyes, heaving abrupt sighs at certain passages.",spherical,rough,kind,zoo,"A strong hand gripped her arm, bringing her to an zoo halt.",Jennifer stops Brian from making a rather zoo exit to check the stock.,"The count listened with closed eyes, heaving zoo sighs at certain passages."
344,344,antique,All we had time to do was fix up a friend of Myrtle's friend's husband's antique car!,"It is an antique style, older than Greek or Egyptian.","Ensconced lights glowed in the midday, and antique furniture, rare paintings, elegant marble sculptures befitting a museum, silk Persian rugs underfoot, and many other priceless displays of prestige lined the wide hall.",hard,vintage,modern,mirtique,All we had time to do was fix up a friend of Myrtle's friend's husband's mirtique car!,"It is an mirtique style, older than Greek or Egyptian.","Ensconced lights glowed in the midday, and mirtique furniture, rare paintings, elegant marble sculptures befitting a museum, silk Persian rugs underfoot, and many other priceless displays of prestige lined the wide hall."
345,345,fountain,Damian crossed his arms and leaned against the wall around the trickling fountain at his back.,In the center of the chamber was a small fountain whose waters had long gone dry.,"But really, I fell into the pool at the fountain, and this kind man brought me here to get me dry.",juice,well,cave,hiemtain,Damian crossed his arms and leaned against the wall around the trickling hiemtain at his back.,In the center of the chamber was a small hiemtain whose waters had long gone dry.,"But really, I fell into the pool at the hiemtain, and this kind man brought me here to get me dry."
346,346,diplomat,"As American diplomat Ralph Johnson Bunche aptly observed, ""There are no warlike people, just warlike leaders.""",He is a Diplomat of the American Board of Ophthalmology.,"Everett, however, is known rather as a man of letters than as a diplomat.",tax,agent,protester,rodmat,"As American rodmat Ralph Johnson Bunche aptly observed, ""There are no warlike people, just warlike leaders.""",He is a rodmat of the American Board of Ophthalmology.,"Everett, however, is known rather as a man of letters than as a rodmat."
347,347,battery,The battery in the lantern might be dead or the fall might have broken it.,He bought some battery powered lights to hang on the wagon and Gerald helped him pile hay on the wagon.,"We're building a bigger battery to store the energy we generate from the river, but _ Kelli shrugged.",notes,cell,couple,lyotery,The lyotery in the lantern might be dead or the fall might have broken it.,He bought some lyotery powered lights to hang on the wagon and Gerald helped him pile hay on the wagon.,"We're building a bigger lyotery to store the energy we generate from the river, but _ Kelli shrugged."
348,348,awful,If I had a horse like you I wouldn't drag him out in this awful desert.,"Smells awful, but it works.",I'd hate to think we spent that awful morning with no results.,hot,offensive,pleasant,juxtaful,If I had a horse like you I wouldn't drag him out in this juxtaful desert.,"Smells juxtaful, but it works.",I'd hate to think we spent that juxtaful morning with no results.
349,349,cling,Don't cling to the first thing you see.,They cling with almost equal attachment to their local customs and their religious superstitions.,Something as small as a piece of hair or a tooth__nything that the soul of the dead immortal might still cling to.,watch,hold,isolate,string,Don't string to the first thing you see.,They string with almost equal attachment to their local customs and their religious superstitions.,Something as small as a piece of hair or a tooth__nything that the soul of the dead immortal might still string to.
350,350,harbor,"Every harbor on the sea-coast, also, has its bar at its entrance.","Boston Harbor has been frozen over in the past, but steamtugs plying constantly now prevent the occurrence of such obstruction.","At Sackett's Harbor are Madison Barracks, a United States military post, established in 1813 and including a reservation of 99 acres; and a United States Naval Station.",carbon,haven,solid,melanibor,"Every melanibor on the sea-coast, also, has its bar at its entrance.","Boston melanibor has been frozen over in the past, but steamtugs plying constantly now prevent the occurrence of such obstruction.","At Sackett's melanibor are Madison Barracks, a United States military post, established in 1813 and including a reservation of 99 acres; and a United States Naval Station."
351,351,dealer,"He indicated the stud farms at which Nicholas might procure horses, recommended to him a horse dealer in the town and a landowner fourteen miles out of town who had the best horses, and promised to assist him in every way.",She recalled how his former right hand dealer had turned traitor.,Deidre guessed the death dealer knew enough about Darkyn to fear him.,item,businessman,customer,prim,"He indicated the stud farms at which Nicholas might procure horses, recommended to him a horse prim in the town and a landowner fourteen miles out of town who had the best horses, and promised to assist him in every way.",She recalled how his former right hand prim had turned traitor.,Deidre guessed the death prim knew enough about Darkyn to fear him.
